scope,security_id,security_code,security_name,economic_sector,industry_detail,classification_status,source_lineage,as_of_date,trade_authority
HK_CANDIDATE,HKEX:02666,02666,UNI MEDICAL,HEALTHCARE,Hospital & Healthcare Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00288,00288,WH GROUP,CONSUMER_STAPLES,Packaged Foods & Meat,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02356,02356,DAHSING BANKING,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00006,00006,POWER ASSETS,UTILITIES,Electric Utilities & Networks,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00003,00003,HK & CHINA GAS,UTILITIES,Gas Utilities,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00762,00762,CHINA UNICOM,COMMUNICATION_SERVICES,Telecommunication Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03968,03968,CM BANK,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:06127,06127,JOINN,HEALTHCARE,Preclinical Research Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:06181,06181,LAOPU GOLD,CONSUMER_DISCRETIONARY,Luxury Jewelry,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00019,00019,SWIRE PACIFIC A,INDUSTRIALS,Diversified Industrial & Transport Holding,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00023,00023,BANK OF E ASIA,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02319,02319,MENGNIU DAIRY,CONSUMER_STAPLES,Dairy Products,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00008,00008,PCCW,COMMUNICATION_SERVICES,Telecommunications & Media,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:06066,06066,CSC,FINANCIALS,Brokerage & Investment Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03988,03988,BANK OF CHINA,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00819,00819,TIANNENG POWER,INDUSTRIALS,Batteries & Energy Storage,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01038,01038,CKI HOLDINGS,UTILITIES,Infrastructure Utilities,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01398,01398,ICBC,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03939,03939,WANGUO GOLD GP,MATERIALS,Gold Mining,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00066,00066,MTR CORPORATION,INDUSTRIALS,Rail Transit & Property Infrastructure,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02269,02269,WUXI BIO,HEALTHCARE,Biologics Research & Manufacturing Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00001,00001,CKH HOLDINGS,INDUSTRIALS,Diversified Infrastructure & Holdings,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02400,02400,XD INC,COMMUNICATION_SERVICES,Video Games & Digital Entertainment,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02145,02145,CHICMAX,CONSUMER_STAPLES,Cosmetics & Personal Care,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02698,02698,SOFTCARE,CONSUMER_STAPLES,Household & Personal Care Products,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00316,00316,OOIL,INDUSTRIALS,Container Shipping & Logistics,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02314,02314,LEE & MAN PAPER,MATERIALS,Paper & Packaging,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01318,01318,MAO GEPING,CONSUMER_STAPLES,Premium Cosmetics,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03311,03311,CHINA STATE CON,INDUSTRIALS,Construction & Engineering,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00992,00992,LENOVO GROUP,INFORMATION_TECHNOLOGY,Computing Hardware,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00939,00939,CCB,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00917,00917,QUNABOX GROUP,COMMUNICATION_SERVICES,Advertising & Marketing Technology,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02331,02331,LI NING,CONSUMER_DISCRETIONARY,Sportswear & Footwear,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00788,00788,CHINA TOWER,COMMUNICATION_SERVICES,Telecom Infrastructure,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00386,00386,SINOPEC CORP,ENERGY,"Integrated Oil, Gas & Refining",ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:09696,09696,TIANQI LITHIUM,MATERIALS,Lithium Materials,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:09911,09911,NEWBORNTOWN,COMMUNICATION_SERVICES,Social Networking & Digital Entertainment,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:06186,06186,CHINA FEIHE,CONSUMER_STAPLES,Dairy Products,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01208,01208,MMG,MATERIALS,Base Metals Mining,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01186,01186,CHINA RAIL CONS,INDUSTRIALS,Construction & Engineering,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02687,02687,ABLE DIGITAL,INFORMATION_TECHNOLOGY,Education Software & Digital Learning,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02157,02157,LEPU BIO,HEALTHCARE,Biopharmaceuticals,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03759,03759,PHARMARON,HEALTHCARE,Contract Research Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00371,00371,BJ ENT WATER,UTILITIES,Water Utilities & Treatment,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01364,01364,GUMING,CONSUMER_DISCRETIONARY,Tea Beverage Chain,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:01044,01044,HENGAN INT'L,CONSUMER_STAPLES,Household & Personal Care Products,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03328,03328,BANKCOMM,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02099,02099,CHINAGOLDINTL,MATERIALS,Gold & Copper Mining,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:03339,03339,LONKING,INDUSTRIALS,Construction Machinery,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:00392,00392,BEIJING ENT,UTILITIES,"Gas, Water & Infrastructure Utilities",ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
HK_CANDIDATE,HKEX:02799,02799,CITIC FAMC,FINANCIALS,Distressed Asset Management,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,HK_CANDIDATE_CURRENT+P2B_ACCEPTED_RESEARCH_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,605090.SH,605090,九丰能源,ENERGY,Natural Gas & LPG Distribution and Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,000333.SZ,000333,美的集团,CONSUMER_DISCRETIONARY,Home Appliances,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,300012.SZ,300012,华测检测,INDUSTRIALS,"Testing, Inspection & Certification Services",ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,300124.SZ,300124,汇川技术,INDUSTRIALS,Industrial Automation,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,300750.SZ,300750,宁德时代,INDUSTRIALS,Battery Manufacturing & Energy Storage,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600036.SH,600036,招商银行,FINANCIALS,Banking,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600276.SH,600276,恒瑞医药,HEALTHCARE,Pharmaceuticals,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600309.SH,600309,万华化学,MATERIALS,Specialty Chemicals,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600406.SH,600406,国电南瑞,INDUSTRIALS,Power Grid Automation Equipment,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600660.SH,600660,福耀玻璃,CONSUMER_DISCRETIONARY,Automotive Glass & Components,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600690.SH,600690,海尔智家,CONSUMER_DISCRETIONARY,Home Appliances,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600900.SH,600900,长江电力,UTILITIES,Electric Utilities,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600938.SH,600938,中国海油,ENERGY,Oil & Gas Exploration & Production,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,600941.SH,600941,中国移动,COMMUNICATION_SERVICES,Telecommunication Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,601138.SH,601138,工业富联,INFORMATION_TECHNOLOGY,Electronics Manufacturing Services,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
A_SHARE_DIRECT_HOLDING,601899.SH,601899,紫金矿业,MATERIALS,Metals & Mining,ACCEPTED_SECONDARY_RESEARCH_CLASSIFICATION,CURRENT_ACCOUNT_POSITION_IDENTITY+CANONICAL_ISSUER_BUSINESS_CONTEXT,2026-08-07,NONE
