batch_id,p2a_overall_rank,security_id,stock_code_5d,security_name,source_url,governance_status,governance_date,governance_title,governance_summary,earnings_status,earnings_date,earnings_title,earnings_summary,catalyst_status,catalyst_date,catalyst_title,catalyst_summary
P2B_E2_RANKS_41_60_20260807,51,HKEX:01318,01318,MAO GEPING,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000241857,EVIDENCE_PARTIAL,2026-04-24,"POLL RESULTS OF THE 2025 ANNUAL GENERAL MEETING, PAYMENT OF FINAL DIVIDEND AND AMENDMENT TO THE ARTICLES OF ASSOCIATION","AGM results and constitutional amendment establish current governance evidence; founder control, board oversight and incentive alignment require deeper review.",EVIDENCE_PARTIAL,2026-03-26,RESULTS ANNOUNCEMENT FOR THE YEAR ENDED DECEMBER 31 2025,Official annual results provide current operating evidence but do not establish a direct current consensus-revision series.,EVIDENCE_PARTIAL,2026-03-11,INSIDE INFORMATION ANNOUNCEMENT COMPLETION OF THE H SHARE FULL CIRCULATION,"Completion of H-share full circulation is a specific capital-market event; free-float, supply and shareholder-behaviour effects require follow-up."
P2B_E2_RANKS_41_60_20260807,52,HKEX:03311,03311,CHINA STATE CON,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=9271,EVIDENCE_PARTIAL,2026-06-23,Connected Transactions and Continuing Connected Transactions with China Overseas Land & Investment Limited in relation to Leasing of Properties,"Connected leasing transactions are governance-relevant; pricing, related-party controls and recurring exposure require deeper review.",EVIDENCE_PARTIAL,2026-04-23,Unaudited Financial Performance for the First Quarter of 2026,Official Q1 financial performance provides current fundamental evidence but not direct consensus-revision evidence.,EVIDENCE_PARTIAL,2026-07-14,Connected Transaction - Joint Land Bidding,"The joint land bidding is a dated capital-allocation event; project economics, related-party terms and balance-sheet exposure require synthesis."
P2B_E2_RANKS_41_60_20260807,53,HKEX:00992,00992,LENOVO GROUP,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000195149,EVIDENCE_PARTIAL,2026-07-23,POLL RESULTS OF ANNUAL GENERAL MEETING HELD ON JULY 23 2026,"AGM voting provides current governance evidence; board oversight, executive incentives and capital allocation require deeper review.",EVIDENCE_PARTIAL,2026-06-26,2025/26 ANNUAL REPORT,The official annual report provides current operating and financial evidence but does not constitute a direct consensus-revision series.,EVIDENCE_PARTIAL,2026-07-23,ADJUSTMENT OF CONVERSION PRICE OF US$2 BILLION ZERO-COUPON CONVERTIBLE BONDS DUE 2028 AND ADJUSTMENT OF EXERCISE PRICE OF WARRANTS,"The convertible-bond and warrant adjustments are specific capital-structure events; dilution, financing economics and valuation implications require follow-up."
P2B_E2_RANKS_41_60_20260807,54,HKEX:00939,00939,CCB,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=9970,EVIDENCE_PARTIAL,2026-06-26,Voting Results of the 2025 Annual Shareholders' Meeting,"Shareholder voting and board matters establish current bank governance evidence; state ownership, capital allocation and oversight remain for deeper review.",EVIDENCE_PARTIAL,2026-04-29,First Quarter Report of 2026,Official Q1 results provide current fundamentals but do not constitute direct consensus-revision evidence.,RESEARCH_REQUIRED,2026-06-22,Announcement on the Completion of Issuance of the Domestic Undated Additional Tier 1 Capital Bonds (First Tranche) (Bond Connect) in 2026,The AT1 issuance is relevant to capital structure but does not by itself establish a sufficiently directional unresolved investment catalyst.
P2B_E2_RANKS_41_60_20260807,55,HKEX:00917,00917,QUNABOX GROUP,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000220280,EVIDENCE_PARTIAL,2026-04-23,RESIGNATION OF EXECUTIVE DIRECTOR; CHANGE OF CHIEF FINANCIAL OFFICER; PROPOSED CHANGE OF AUDITOR,"Director, finance leadership and proposed auditor changes are governance-relevant; transition quality, internal controls and auditor rationale require follow-up.",EVIDENCE_COMPLETE,2026-01-16,POSITIVE PROFIT ALERT,Explicit issuer profit-alert disclosure is direct management expectation-change evidence for evidence collection; no alpha conclusion is inferred.,RESEARCH_REQUIRED,2026-07-16,RESIGNATION OF NON-EXECUTIVE DIRECTOR,Recent governance turnover is relevant but the reviewed disclosures do not establish a distinct unresolved forward operating or strategic catalyst.
P2B_E2_RANKS_41_60_20260807,56,HKEX:02331,02331,LI NING,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=7647,EVIDENCE_PARTIAL,2026-07-14,"RESTRICTED SHARE AWARD SCHEME ADOPTED IN 2016, RESTRICTED SHARE AWARD SCHEME ADOPTED IN 2026 AND CONTINUING CONNECTED TRANSACTIONS SETTING OF ANNUAL CAPS","Share-award schemes and connected-transaction caps are governance and incentive evidence; dilution, alignment and related-party economics require deeper review.",EVIDENCE_PARTIAL,2026-07-15,LATEST OPERATIONAL UPDATE FOR THE SECOND QUARTER OF 2026,Current operating update provides expectation-relevant evidence but is not a direct consensus-revision series.,RESEARCH_REQUIRED,2026-07-15,LATEST OPERATIONAL UPDATE FOR THE SECOND QUARTER OF 2026,The routine quarterly trading update is current evidence but does not establish a separate unresolved directional catalyst.
P2B_E2_RANKS_41_60_20260807,57,HKEX:00788,00788,CHINA TOWER,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=193453,EVIDENCE_PARTIAL,2026-06-16,"Poll Results of the First Extraordinary General Meeting of 2026, Appointment of Executive Director and Change in the Composition of Board Committees","EGM, executive appointment and committee changes provide current governance evidence; state ownership and capital-allocation oversight require deeper review.",EVIDENCE_PARTIAL,2026-04-17,Unaudited Key Performance Indicators for the First Quarter of 2026,Official Q1 KPIs provide current operating evidence but do not constitute direct consensus-revision evidence.,RESEARCH_REQUIRED,2026-06-16,"Poll Results of the First Extraordinary General Meeting of 2026, Appointment of Executive Director and Change in the Composition of Board Committees",The reviewed governance event is relevant but does not establish a distinct unresolved forward operating or strategic catalyst.
P2B_E2_RANKS_41_60_20260807,58,HKEX:00386,00386,SINOPEC CORP,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=775,EVIDENCE_PARTIAL,2026-05-13,"Poll Results of Annual General Meeting for 2025, First A Shareholders Meeting for 2026 and First H Shareholders Meeting for 2026","AGM and class-meeting results establish current governance evidence; state ownership, capital allocation and related-party oversight remain for deeper review.",EVIDENCE_PARTIAL,2026-04-28,Overseas Regulatory Announcement - China Petroleum & Chemical Corporation The First Quarterly Report for 2026,Official Q1 report provides current operating and financial evidence but does not constitute direct consensus-revision evidence.,EVIDENCE_PARTIAL,2026-05-13,Final Dividend for the year ended 31 December 2025,"The declared final dividend is a dated capital-return event; payout sustainability and interaction with commodity-cycle cash flow require synthesis."
P2B_E2_RANKS_41_60_20260807,59,HKEX:09696,09696,TIANQI LITHIUM,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000158798,EVIDENCE_PARTIAL,2026-06-29,POLL RESULTS ANNOUNCEMENT OF THE ANNUAL GENERAL MEETING HELD ON 20 MAY 2026,"AGM voting provides current governance evidence; leverage, overseas asset governance and capital allocation require deeper review.",EVIDENCE_COMPLETE,2026-07-14,INSIDE INFORMATION - 2026 INTERIM RESULTS FORECAST,Explicit issuer interim-results forecast is direct management expectation-change evidence for the current reporting cycle; no alpha conclusion is inferred.,EVIDENCE_PARTIAL,2026-07-24,VOLUNTARY ANNOUNCEMENT - EXTERNAL INVESTMENT BY A WHOLLY-OWNED SUBSIDIARY AND ENTERING INTO THE CAPITAL INCREASE AGREEMENT,"The external investment is a dated security-specific capital-allocation event; strategic rationale, funding and return economics require follow-up."
P2B_E2_RANKS_41_60_20260807,60,HKEX:09911,09911,NEWBORNTOWN,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000018257,EVIDENCE_PARTIAL,2026-05-21,POLL RESULTS OF THE ANNUAL GENERAL MEETING HELD ON 21 MAY 2026,"AGM voting and director re-election provide current governance evidence; founder influence, incentive plans and capital allocation require deeper review.",EVIDENCE_COMPLETE,2026-03-04,INSIDE INFORMATION PROFIT ALERT,Explicit issuer profit alert is direct management evidence of an earnings-expectation change; no alpha score is inferred.,EVIDENCE_PARTIAL,2026-07-22,UNAUDITED OPERATING DATA AND UNAUDITED REVENUE INFORMATION OF FIRST HALF OF 2026,"Current H1 operating update is dated and security-specific; growth quality, monetization and valuation impact require synthesis."
